LoanID,UserID,BusinessType,BusinessAge,AnnualTurnover,ProfitMargin,NumEmployees,LoanAmount,LoanPurpose,LoanTenure,InterestRate,MonthlyEMI,EMI_Defaulted,PreviousDefaults,CreditScore,CollateralValue,DSCR,CurrentRatio,RevenueGrowth,Location,IndustrySector,YearsWithBank,BankRelationshipScore,Risk_Prediction
LN01196,USR01196,Textiles,14,75.02,19.28,42,16.65,Working Capital,3,10.42,0.51,3,1,446,7.58,1.06,2.21,0.44,Ahmedabad,Textiles,11,4.2,High Risk
LN01197,USR01197,Retail,19,98.46,8.92,21,13.86,Equipment,2,15.04,0.66,2,2,643,9.38,1.86,1.18,2.71,Hyderabad,Textiles,14,4.0,High Risk
LN01198,USR01198,Manufacturing,3,51.27,18.8,49,17.13,Expansion,2,11.13,0.79,2,2,808,7.85,1.8,1.27,7.35,Ahmedabad,IT Services,11,3.5,High Risk
LN01199,USR01199,Tech,10,51.6,12.81,3,12.02,Working Capital,6,13.5,0.19,0,2,804,11.45,1.37,2.02,3.74,Bangalore,Agri,3,1.1,High Risk
LN01200,USR01200,Services,19,107.46,13.32,5,11.1,Debt Consolidation,4,16.2,0.27,1,1,433,6.84,1.3,2.62,3.73,Bangalore,Agri,6,3.9,High Risk
LN01201,USR01201,Manufacturing,9,34.51,14.38,29,11.54,Expansion,6,13.4,0.18,3,2,763,7.6,1.39,2.29,10.17,Mumbai,Agri,12,4.1,High Risk
LN01202,USR01202,Services,20,62.54,12.35,20,21.7,Working Capital,5,16.25,0.42,1,1,490,12.45,1.63,1.3,6.02,Kolkata,Textiles,11,3.9,High Risk
LN01203,USR01203,Food,13,76.02,7.01,32,10.8,Inventory,4,12.84,0.25,3,0,462,8.68,2.46,2.79,2.05,Kolkata,Agri,12,4.1,High Risk
LN01204,USR01204,Trading,7,78.34,11.19,4,13.01,Equipment,4,17.99,0.32,2,1,755,15.28,2.1,2.84,-0.35,Bangalore,Construction,4,2.7,High Risk
LN01205,USR01205,Food,14,69.63,18.27,7,17.36,Debt Consolidation,2,12.92,0.82,3,1,360,10.59,2.25,1.72,16.83,Kolkata,Construction,5,5.0,High Risk
LN01206,USR01206,Textiles,9,86.87,18.32,31,10.6,Expansion,2,10.34,0.49,3,0,304,4.56,1.66,2.27,12.51,Bangalore,Construction,6,4.1,High Risk
LN01207,USR01207,Manufacturing,23,95.79,10.72,35,16.13,Inventory,2,12.62,0.76,1,0,336,6.03,1.69,2.04,6.19,Ahmedabad,Agri,9,3.3,High Risk
LN01208,USR01208,Textiles,19,97.04,14.2,44,16.13,Equipment,1,15.68,1.55,3,0,759,8.23,1.15,2.89,8.35,Hyderabad,Construction,3,4.7,High Risk
LN01209,USR01209,Trading,15,45.43,8.87,22,11.88,Equipment,5,16.63,0.23,0,2,516,12.23,2.03,2.07,6.05,Ahmedabad,IT Services,1,4.6,High Risk
LN01210,USR01210,Services,20,66.48,9.21,32,13.71,Inventory,4,13.14,0.32,1,2,438,11.92,1.52,2.92,10.04,Hyderabad,Agri,2,4.3,High Risk
LN01211,USR01211,Trading,14,110.84,5.46,44,10.28,Expansion,5,14.35,0.2,1,2,398,8.55,2.06,1.48,4.58,Mumbai,IT Services,8,3.3,High Risk
LN01212,USR01212,Retail,24,101.84,22.93,7,21.91,Equipment,4,16.6,0.53,0,0,563,13.7,1.5,1.76,5.83,Delhi,Construction,4,3.1,High Risk
LN01213,USR01213,Trading,6,33.81,9.21,23,16.29,Debt Consolidation,4,16.32,0.39,0,2,523,10.99,0.98,2.58,9.82,Delhi,Agri,7,2.3,High Risk
LN01214,USR01214,Retail,21,85.54,9.55,17,9.76,Working Capital,6,14.92,0.16,1,0,310,9.04,1.09,2.59,13.82,Ahmedabad,FMCG,2,2.0,High Risk
LN01215,USR01215,Trading,4,15.65,10.59,22,15.63,Debt Consolidation,4,16.34,0.38,1,0,626,13.52,2.18,2.49,10.97,Kolkata,Pharma,12,3.0,Low Risk
LN01216,USR01216,Tech,8,76.41,7.55,10,15.86,Equipment,4,14.18,0.38,1,0,649,7.58,1.24,2.73,12.94,Delhi,FMCG,11,3.3,High Risk
LN01217,USR01217,Retail,17,131.93,17.79,33,3.78,Working Capital,3,9.04,0.11,2,2,678,11.67,1.25,2.43,6.75,Hyderabad,Pharma,10,2.0,High Risk
LN01218,USR01218,Manufacturing,9,46.56,6.5,14,21.7,Inventory,3,9.37,0.66,3,2,530,11.97,2.38,2.31,5.51,Mumbai,Pharma,14,4.7,High Risk
LN01219,USR01219,Textiles,1,49.97,7.68,23,10.05,Working Capital,6,17.82,0.16,0,0,440,11.86,1.92,1.97,0.25,Hyderabad,Construction,13,3.2,High Risk
LN01220,USR01220,Textiles,24,97.92,17.9,32,25.45,Working Capital,1,10.3,2.34,2,2,348,9.53,0.99,1.99,8.29,Bangalore,Pharma,8,3.1,High Risk
LN01221,USR01221,Food,20,28.72,11.79,29,18.98,Working Capital,2,12.64,0.89,2,1,750,12.61,1.04,1.87,9.52,Kolkata,Pharma,10,2.7,High Risk
LN01222,USR01222,Textiles,14,56.02,19.16,46,9.37,Equipment,4,17.4,0.23,2,2,790,15.52,1.26,2.28,6.8,Kolkata,FMCG,12,1.2,High Risk
LN01223,USR01223,Services,11,92.89,16.15,28,13.43,Expansion,5,10.76,0.25,3,0,504,9.53,1.81,1.87,4.89,Delhi,Pharma,14,4.5,High Risk
LN01224,USR01224,Tech,21,55.97,10.12,35,19.61,Equipment,3,16.59,0.64,2,0,708,10.2,2.08,1.38,12.97,Bangalore,Agri,12,2.3,High Risk
LN01225,USR01225,Trading,3,67.92,18.02,28,13.81,Expansion,2,16.36,0.67,1,0,706,12.78,1.27,1.3,10.53,Delhi,IT Services,9,3.6,Low Risk
LN01226,USR01226,Food,9,97.33,7.33,28,20.89,Inventory,1,17.88,2.05,0,1,350,9.2,2.28,2.86,13.25,Delhi,IT Services,7,3.4,High Risk
LN01227,USR01227,Services,14,87.65,15.73,38,13.12,Inventory,2,11.54,0.61,3,0,474,9.12,0.99,1.15,4.19,Delhi,Agri,10,3.3,High Risk
LN01228,USR01228,Services,9,83.0,13.74,42,14.61,Inventory,4,11.84,0.34,3,0,560,6.52,1.15,1.3,5.17,Bangalore,Construction,13,3.1,High Risk
LN01229,USR01229,Retail,4,64.83,10.36,3,19.75,Inventory,2,17.13,0.96,1,2,779,4.83,2.45,1.95,12.81,Delhi,FMCG,11,1.7,High Risk
LN01230,USR01230,Textiles,4,86.1,17.08,17,18.02,Inventory,4,11.11,0.42,0,1,522,6.6,1.03,1.6,7.81,Kolkata,Textiles,1,2.1,High Risk
LN01231,USR01231,Manufacturing,8,71.29,22.43,3,10.37,Debt Consolidation,6,13.93,0.16,2,2,568,12.59,2.31,1.87,5.72,Delhi,IT Services,2,3.1,High Risk
LN01232,USR01232,Manufacturing,2,88.73,24.98,13,17.17,Equipment,3,15.37,0.55,3,0,617,6.92,2.0,1.32,6.0,Bangalore,FMCG,9,4.2,Low Risk
LN01233,USR01233,Food,9,60.09,17.16,4,15.84,Expansion,3,11.45,0.49,0,0,684,11.46,0.92,1.35,7.96,Bangalore,IT Services,10,2.7,High Risk
LN01234,USR01234,Tech,14,69.52,13.09,3,10.44,Inventory,4,17.45,0.26,3,1,518,14.46,1.62,2.62,12.01,Hyderabad,Textiles,7,1.8,High Risk
LN01235,USR01235,Manufacturing,22,45.3,9.5,33,8.05,Debt Consolidation,5,14.99,0.15,0,0,353,10.48,1.68,2.54,7.36,Delhi,Pharma,11,1.4,High Risk
LN01236,USR01236,Trading,9,73.95,10.14,46,5.34,Debt Consolidation,3,9.42,0.16,0,1,499,7.35,2.38,1.3,11.16,Bangalore,Textiles,3,3.7,High Risk
LN01237,USR01237,Manufacturing,24,50.67,14.59,18,13.53,Debt Consolidation,5,10.22,0.25,0,2,638,9.6,1.52,2.37,9.87,Ahmedabad,Pharma,5,2.7,High Risk
LN01238,USR01238,Food,23,41.58,12.35,24,14.73,Equipment,4,10.72,0.34,1,1,604,11.14,1.56,2.26,4.49,Delhi,IT Services,1,1.5,High Risk
LN01239,USR01239,Manufacturing,16,82.76,23.28,44,17.52,Inventory,6,11.2,0.27,3,2,544,11.15,0.99,2.46,4.48,Mumbai,FMCG,13,3.7,High Risk
LN01240,USR01240,Trading,17,81.38,12.37,20,19.1,Debt Consolidation,4,15.58,0.46,2,0,507,10.35,1.89,2.0,6.2,Kolkata,FMCG,10,1.8,High Risk
LN01241,USR01241,Retail,16,98.49,12.47,49,12.93,Debt Consolidation,6,9.8,0.2,1,2,810,11.9,1.16,1.61,2.65,Kolkata,Construction,3,3.0,High Risk
LN01242,USR01242,Tech,12,62.07,12.67,19,14.58,Inventory,3,12.16,0.45,2,2,558,13.0,0.93,2.36,5.94,Ahmedabad,IT Services,11,2.2,High Risk
LN01243,USR01243,Food,3,87.24,21.73,32,11.21,Equipment,5,17.2,0.22,1,2,679,8.56,2.49,1.81,14.05,Delhi,Construction,4,4.7,High Risk
LN01244,USR01244,Retail,11,91.52,18.02,12,15.44,Debt Consolidation,4,14.01,0.37,1,1,462,14.21,1.26,1.52,7.87,Kolkata,IT Services,4,1.9,High Risk
LN01245,USR01245,Retail,14,88.34,17.28,37,19.84,Expansion,3,11.39,0.61,1,2,640,10.99,1.04,1.88,4.93,Kolkata,Pharma,7,2.7,High Risk
LN01246,USR01246,Retail,18,50.23,11.68,23,15.51,Working Capital,6,17.61,0.25,0,1,829,3.32,1.99,2.55,15.66,Mumbai,IT Services,5,4.8,High Risk
LN01247,USR01247,Services,21,79.48,21.36,18,20.82,Working Capital,4,11.2,0.48,3,1,333,9.44,2.2,2.0,4.28,Kolkata,IT Services,9,2.3,High Risk
LN01248,USR01248,Tech,21,85.92,5.77,8,19.76,Working Capital,6,17.15,0.32,0,1,622,9.48,0.91,1.67,4.15,Kolkata,Pharma,7,3.6,High Risk
LN01249,USR01249,Textiles,5,75.22,22.42,5,22.29,Equipment,2,15.53,1.07,0,0,480,13.24,0.98,2.68,12.92,Bangalore,Agri,2,2.3,High Risk
LN01250,USR01250,Tech,16,12.41,15.25,43,15.65,Debt Consolidation,6,15.66,0.25,0,0,646,8.26,0.95,2.78,10.65,Kolkata,Agri,13,1.4,High Risk
LN01251,USR01251,Services,20,79.81,12.97,45,12.34,Working Capital,2,15.88,0.6,1,0,491,10.45,0.88,1.92,7.48,Delhi,IT Services,11,3.5,High Risk
LN01252,USR01252,Textiles,5,141.38,14.94,23,18.11,Working Capital,3,13.56,0.57,1,1,545,5.74,1.92,1.81,11.33,Kolkata,Agri,11,4.7,High Risk
LN01253,USR01253,Tech,3,64.2,18.35,15,13.14,Inventory,4,16.33,0.32,2,0,544,7.51,1.8,2.26,9.2,Delhi,FMCG,8,2.8,High Risk
LN01254,USR01254,Retail,12,53.16,5.26,20,17.95,Debt Consolidation,3,16.53,0.58,3,2,432,12.39,1.93,1.21,3.26,Kolkata,IT Services,11,3.5,High Risk
LN01255,USR01255,Food,1,86.2,22.43,26,11.69,Debt Consolidation,1,12.24,1.09,0,1,496,6.34,1.66,2.41,-1.59,Delhi,Textiles,2,3.4,High Risk
LN01256,USR01256,Textiles,21,84.37,13.93,29,10.86,Inventory,6,12.6,0.17,0,0,646,12.9,2.19,2.59,5.73,Kolkata,Pharma,7,2.7,Low Risk
LN01257,USR01257,Trading,9,110.78,11.86,6,21.08,Debt Consolidation,3,17.0,0.69,0,1,348,13.42,1.73,1.86,12.34,Ahmedabad,Construction,5,3.5,High Risk
LN01258,USR01258,Trading,9,37.26,7.76,24,9.94,Expansion,3,13.72,0.31,3,0,363,13.72,2.36,1.43,6.29,Delhi,Pharma,10,2.0,High Risk
LN01259,USR01259,Manufacturing,4,96.94,13.79,26,20.11,Equipment,2,16.8,0.98,3,2,403,14.64,1.63,1.15,9.84,Kolkata,IT Services,6,2.5,High Risk
LN01260,USR01260,Textiles,3,92.71,14.93,42,17.93,Inventory,6,14.64,0.29,3,1,512,12.33,2.14,2.31,8.74,Mumbai,Textiles,11,2.8,High Risk
LN01261,USR01261,Food,17,70.74,13.07,47,15.47,Working Capital,2,14.34,0.74,0,0,816,11.28,1.49,1.61,1.23,Bangalore,Pharma,4,4.5,Low Risk
LN01262,USR01262,Services,2,85.16,18.57,12,5.54,Debt Consolidation,4,9.28,0.13,3,0,418,11.86,1.54,1.98,6.37,Bangalore,Construction,5,2.4,High Risk
LN01263,USR01263,Retail,24,105.88,13.42,4,22.43,Expansion,3,11.5,0.69,0,2,541,10.21,2.24,1.83,9.44,Bangalore,Construction,12,3.5,High Risk
LN01264,USR01264,Manufacturing,1,101.17,24.23,42,10.33,Expansion,6,13.52,0.16,0,2,579,8.88,0.98,1.43,4.85,Bangalore,Textiles,5,1.9,High Risk
LN01265,USR01265,Trading,8,40.71,16.99,8,19.77,Equipment,3,14.29,0.63,3,0,723,12.31,1.76,2.07,6.55,Mumbai,Construction,7,2.0,High Risk
LN01266,USR01266,Services,13,99.6,21.15,20,11.55,Expansion,4,14.67,0.28,1,0,662,11.35,2.03,1.97,9.57,Ahmedabad,FMCG,11,3.6,Low Risk
LN01267,USR01267,Services,23,73.06,7.19,19,11.14,Debt Consolidation,5,15.45,0.21,0,1,605,12.64,2.08,2.29,8.29,Ahmedabad,Construction,12,4.0,High Risk
LN01268,USR01268,Retail,15,77.19,12.95,40,18.34,Debt Consolidation,4,14.91,0.44,0,1,785,9.37,1.81,1.58,12.19,Mumbai,Textiles,4,2.8,High Risk
LN01269,USR01269,Textiles,8,77.2,11.74,47,17.69,Expansion,2,16.64,0.86,1,0,613,9.64,1.56,1.51,9.53,Kolkata,Textiles,5,2.3,High Risk
LN01270,USR01270,Trading,12,70.49,16.39,25,9.27,Debt Consolidation,2,11.66,0.43,3,2,812,10.63,1.24,2.65,4.18,Mumbai,Pharma,14,4.6,High Risk
LN01271,USR01271,Food,22,110.75,22.22,48,22.18,Debt Consolidation,3,14.77,0.71,2,1,466,9.62,2.35,2.43,6.09,Bangalore,Construction,14,1.5,High Risk
LN01272,USR01272,Services,12,72.49,6.57,32,13.97,Working Capital,2,9.46,0.64,1,0,693,18.53,1.43,2.57,8.08,Ahmedabad,Construction,4,3.9,High Risk
LN01273,USR01273,Retail,14,41.41,6.45,23,15.34,Inventory,6,13.32,0.24,3,2,362,15.8,2.16,1.33,13.35,Hyderabad,IT Services,4,3.8,High Risk
LN01274,USR01274,Food,15,63.19,22.01,12,13.51,Debt Consolidation,4,11.41,0.31,0,2,571,10.01,0.85,1.53,6.11,Kolkata,IT Services,8,3.8,High Risk
LN01275,USR01275,Textiles,15,80.36,9.26,45,9.49,Debt Consolidation,3,12.43,0.3,1,0,336,9.61,1.19,2.19,1.07,Delhi,Textiles,11,4.7,High Risk
LN01276,USR01276,Trading,9,111.88,18.38,15,18.68,Equipment,4,12.19,0.44,0,0,315,11.34,1.39,2.73,9.76,Ahmedabad,IT Services,5,3.9,High Risk
LN01277,USR01277,Textiles,19,93.09,15.86,14,16.45,Inventory,4,9.54,0.38,1,1,642,8.71,1.94,2.8,4.98,Bangalore,Pharma,13,2.2,High Risk
LN01278,USR01278,Services,20,49.48,21.66,11,10.97,Inventory,3,13.2,0.34,2,0,645,8.66,1.34,2.68,2.86,Ahmedabad,Pharma,9,2.4,High Risk
LN01279,USR01279,Food,22,149.56,7.5,6,19.72,Inventory,5,17.95,0.39,0,1,838,10.13,0.87,1.18,8.08,Bangalore,FMCG,5,2.6,High Risk
LN01280,USR01280,Food,8,82.94,7.6,41,15.27,Expansion,2,11.69,0.71,3,2,532,8.89,1.1,2.66,11.89,Bangalore,FMCG,8,1.1,High Risk
LN01281,USR01281,Food,21,113.26,16.14,26,15.38,Working Capital,1,15.63,1.48,1,1,715,10.55,1.24,2.81,5.7,Ahmedabad,Textiles,3,4.7,High Risk
LN01282,USR01282,Services,19,70.45,23.93,36,23.88,Working Capital,1,13.93,2.27,1,0,566,11.11,1.1,1.21,9.99,Ahmedabad,Pharma,12,1.3,High Risk
LN01283,USR01283,Services,6,91.0,13.3,41,6.96,Equipment,1,11.93,0.65,1,1,625,0.45,1.15,1.89,10.73,Ahmedabad,Pharma,7,3.8,High Risk
LN01284,USR01284,Textiles,20,100.18,11.54,43,6.89,Inventory,2,9.81,0.32,0,2,742,4.22,2.11,2.12,11.17,Mumbai,FMCG,1,3.9,High Risk
LN01285,USR01285,Manufacturing,19,111.55,17.13,7,8.02,Inventory,5,10.94,0.15,3,2,375,7.46,1.5,1.54,5.07,Ahmedabad,IT Services,12,4.4,High Risk
LN01286,USR01286,Textiles,4,106.72,23.61,17,16.82,Debt Consolidation,4,16.04,0.41,1,0,546,10.84,1.49,2.08,3.52,Delhi,FMCG,5,3.2,High Risk
LN01287,USR01287,Trading,23,101.17,21.74,6,13.2,Expansion,3,11.51,0.41,0,1,612,7.69,2.44,2.78,4.06,Kolkata,Textiles,2,3.9,High Risk
LN01288,USR01288,Retail,7,65.55,24.91,41,13.6,Expansion,5,10.3,0.25,0,0,642,16.93,1.56,2.75,11.16,Bangalore,Pharma,8,2.2,High Risk
LN01289,USR01289,Food,4,57.85,5.45,10,10.29,Equipment,1,11.98,0.96,2,0,481,12.68,2.38,2.89,10.67,Ahmedabad,Textiles,12,4.0,High Risk
LN01290,USR01290,Manufacturing,22,84.98,7.26,47,23.33,Working Capital,6,14.26,0.37,3,2,698,15.87,1.31,2.02,4.17,Delhi,FMCG,6,2.4,High Risk
LN01291,USR01291,Retail,12,102.99,17.19,26,25.01,Inventory,2,15.33,1.2,2,1,540,12.7,1.48,1.88,16.53,Hyderabad,Construction,5,4.6,High Risk
LN01292,USR01292,Manufacturing,13,68.32,21.41,30,19.49,Equipment,2,12.49,0.91,1,0,591,5.25,1.47,2.36,3.69,Ahmedabad,FMCG,14,1.7,High Risk
LN01293,USR01293,Tech,3,106.96,10.7,45,7.46,Expansion,3,13.48,0.24,0,2,353,6.5,1.73,1.89,12.0,Mumbai,Pharma,3,2.3,High Risk
LN01294,USR01294,Textiles,22,118.58,9.78,29,12.57,Expansion,6,13.09,0.2,1,0,444,8.47,1.79,1.18,14.08,Bangalore,Textiles,14,3.0,High Risk
LN01295,USR01295,Services,12,47.51,20.74,3,19.14,Expansion,4,9.08,0.43,0,1,655,6.41,1.22,2.47,8.44,Delhi,IT Services,13,4.1,High Risk
LN01296,USR01296,Food,2,49.89,6.13,36,14.77,Inventory,5,12.56,0.28,0,0,776,13.24,2.15,1.63,4.92,Ahmedabad,IT Services,1,4.0,High Risk
LN01297,USR01297,Textiles,24,70.79,12.39,19,19.51,Inventory,6,14.29,0.31,3,1,321,9.52,1.64,1.19,5.01,Delhi,Pharma,14,1.8,High Risk
LN01298,USR01298,Retail,2,84.23,15.12,39,21.24,Inventory,5,14.13,0.4,1,2,630,10.62,0.81,1.14,6.95,Bangalore,FMCG,10,1.6,High Risk
LN01299,USR01299,Tech,23,59.26,16.21,40,24.54,Debt Consolidation,5,15.75,0.47,3,2,591,14.13,1.81,2.87,12.32,Delhi,FMCG,10,2.2,High Risk
LN01300,USR01300,Tech,9,115.57,19.57,28,11.73,Working Capital,4,15.03,0.28,0,0,535,15.78,2.16,1.58,3.2,Delhi,Agri,10,2.9,High Risk
LN01301,USR01301,Tech,1,87.72,12.1,26,15.41,Expansion,4,11.49,0.36,1,2,328,9.19,1.23,1.95,0.64,Ahmedabad,FMCG,14,3.2,High Risk
LN01302,USR01302,Retail,8,76.18,17.25,41,12.8,Expansion,4,11.3,0.3,0,0,459,5.91,0.86,2.91,9.45,Ahmedabad,Pharma,11,2.7,High Risk
LN01303,USR01303,Retail,23,31.92,16.71,23,5.0,Debt Consolidation,3,13.18,0.16,1,0,829,6.44,2.17,1.99,10.33,Kolkata,Textiles,10,3.7,Low Risk
LN01304,USR01304,Retail,6,35.53,15.95,32,18.51,Expansion,2,15.6,0.89,1,1,849,13.45,2.46,1.25,15.87,Mumbai,Textiles,12,2.7,High Risk
LN01305,USR01305,Retail,6,83.43,17.81,49,17.82,Expansion,1,9.84,1.63,2,0,400,10.8,0.93,2.15,2.47,Kolkata,Agri,8,4.8,High Risk
LN01306,USR01306,Tech,22,11.02,10.19,15,12.27,Inventory,4,17.53,0.3,2,1,589,7.33,2.39,1.27,7.46,Mumbai,IT Services,11,2.0,High Risk
LN01307,USR01307,Tech,18,105.38,6.69,39,7.01,Inventory,2,13.89,0.33,3,0,676,12.12,1.41,1.28,12.65,Mumbai,Pharma,5,3.5,High Risk
LN01308,USR01308,Manufacturing,17,70.26,7.39,5,13.08,Working Capital,4,11.76,0.3,0,1,472,6.77,2.4,2.72,8.48,Kolkata,FMCG,9,3.4,High Risk
LN01309,USR01309,Textiles,12,172.29,9.49,34,18.66,Expansion,1,15.24,1.79,3,2,642,4.68,1.9,1.65,7.22,Bangalore,Construction,11,2.1,High Risk
LN01310,USR01310,Food,6,144.24,15.0,37,21.69,Equipment,6,9.4,0.33,1,0,490,3.98,2.31,2.39,11.16,Delhi,Textiles,7,2.6,High Risk
LN01311,USR01311,Services,8,69.56,21.81,21,11.44,Expansion,4,13.36,0.27,3,1,738,5.66,2.14,2.07,5.6,Hyderabad,Pharma,1,2.5,High Risk
LN01312,USR01312,Tech,19,71.81,19.03,16,20.54,Expansion,2,13.37,0.97,1,0,642,13.47,0.85,1.52,11.41,Kolkata,Agri,11,1.7,High Risk
LN01313,USR01313,Services,10,104.87,20.78,24,18.11,Working Capital,3,10.46,0.56,3,1,424,9.39,0.91,2.08,2.99,Kolkata,Construction,13,2.9,High Risk
LN01314,USR01314,Textiles,1,126.1,12.02,19,17.07,Equipment,6,16.54,0.28,3,1,659,9.9,1.69,1.23,1.92,Bangalore,IT Services,1,2.5,High Risk
LN01315,USR01315,Textiles,13,25.86,13.09,6,8.53,Expansion,6,16.17,0.14,1,0,802,10.56,1.02,1.76,6.91,Delhi,Pharma,7,1.7,High Risk
LN01316,USR01316,Services,17,21.41,12.87,47,8.75,Equipment,6,10.37,0.13,1,0,472,6.97,1.58,2.09,-2.25,Ahmedabad,FMCG,11,2.8,High Risk
LN01317,USR01317,Tech,3,56.34,8.84,42,10.85,Inventory,1,12.27,1.02,3,2,693,8.56,2.42,1.53,8.34,Kolkata,IT Services,7,2.7,High Risk
LN01318,USR01318,Services,8,92.48,6.22,21,13.37,Inventory,2,9.9,0.61,1,2,760,8.85,1.3,2.35,1.07,Hyderabad,Textiles,9,1.5,High Risk
LN01319,USR01319,Manufacturing,14,89.91,16.82,39,24.0,Equipment,5,16.64,0.47,3,2,419,7.21,1.63,1.2,9.13,Delhi,FMCG,2,1.5,High Risk
LN01320,USR01320,Trading,3,107.09,24.78,4,11.69,Expansion,5,11.91,0.22,0,0,572,8.54,1.45,2.02,8.74,Kolkata,Agri,7,3.6,High Risk
LN01321,USR01321,Tech,16,39.01,8.34,17,18.86,Equipment,5,12.95,0.36,2,2,657,9.64,1.87,2.46,7.73,Ahmedabad,Textiles,2,3.8,High Risk
LN01322,USR01322,Tech,13,5.52,5.93,4,12.68,Equipment,3,11.91,0.39,1,1,685,9.26,1.13,1.92,9.75,Kolkata,Construction,14,4.8,High Risk
LN01323,USR01323,Food,20,100.74,20.59,13,17.36,Inventory,4,11.79,0.4,1,0,618,11.3,1.24,2.76,8.82,Ahmedabad,Textiles,10,1.3,High Risk
LN01324,USR01324,Retail,24,50.15,10.05,47,14.69,Equipment,4,15.73,0.35,3,1,560,8.54,2.26,2.3,6.83,Mumbai,FMCG,12,1.5,High Risk
LN01325,USR01325,Trading,17,14.45,21.59,25,15.89,Debt Consolidation,4,15.73,0.38,1,1,580,14.63,2.18,2.92,15.32,Mumbai,IT Services,10,1.2,High Risk
LN01326,USR01326,Textiles,13,79.35,19.08,12,16.85,Debt Consolidation,3,13.66,0.53,0,1,628,6.9,2.14,1.64,9.57,Kolkata,Pharma,2,3.1,High Risk
LN01327,USR01327,Tech,6,98.8,23.91,5,13.75,Inventory,5,14.92,0.26,2,0,423,8.41,2.11,2.88,11.09,Bangalore,Pharma,5,3.5,High Risk
LN01328,USR01328,Services,17,71.34,13.18,7,16.87,Expansion,6,13.6,0.27,2,0,775,11.18,1.58,2.25,12.29,Mumbai,Pharma,9,2.6,Low Risk
LN01329,USR01329,Trading,14,61.26,18.24,5,21.17,Expansion,4,9.26,0.48,1,2,577,11.85,2.04,2.52,10.67,Kolkata,Agri,9,4.2,High Risk
LN01330,USR01330,Food,17,70.22,14.3,40,11.23,Inventory,6,9.59,0.17,0,2,392,6.38,1.46,2.81,16.25,Ahmedabad,Agri,10,3.7,High Risk
LN01331,USR01331,Textiles,8,63.88,17.61,15,20.93,Expansion,6,12.45,0.33,2,2,846,9.69,0.97,2.15,8.66,Delhi,Pharma,1,4.9,High Risk
LN01332,USR01332,Retail,11,34.56,13.99,44,13.67,Working Capital,3,15.75,0.44,2,2,427,12.4,1.47,2.74,7.97,Ahmedabad,Construction,11,1.6,High Risk
LN01333,USR01333,Retail,20,53.56,8.77,21,13.15,Debt Consolidation,3,17.22,0.43,0,1,831,5.19,1.07,2.13,5.4,Hyderabad,FMCG,14,1.2,High Risk
LN01334,USR01334,Food,1,90.64,15.16,42,18.5,Working Capital,2,9.27,0.84,2,0,466,9.74,1.46,2.24,6.97,Mumbai,Construction,7,2.1,High Risk
LN01335,USR01335,Food,7,84.65,15.57,37,13.29,Working Capital,4,12.31,0.31,3,2,535,5.54,1.31,1.95,5.08,Kolkata,Pharma,10,1.1,High Risk
LN01336,USR01336,Services,21,80.04,21.21,26,16.6,Working Capital,5,11.01,0.31,0,1,331,7.56,1.82,1.38,10.71,Mumbai,FMCG,14,4.7,High Risk
LN01337,USR01337,Tech,21,45.15,19.71,26,16.13,Inventory,1,16.34,1.56,2,0,530,10.26,1.41,2.15,4.35,Ahmedabad,Agri,10,2.2,High Risk
LN01338,USR01338,Retail,17,69.55,18.28,19,4.58,Working Capital,3,16.61,0.15,0,0,490,9.35,2.0,2.96,8.3,Ahmedabad,Textiles,12,3.2,High Risk
LN01339,USR01339,Textiles,10,9.69,7.27,42,17.09,Equipment,6,10.86,0.26,1,0,807,6.58,1.67,2.6,10.24,Delhi,Textiles,14,2.3,High Risk
LN01340,USR01340,Trading,11,80.35,19.41,12,7.79,Expansion,2,15.4,0.37,2,1,756,13.66,2.36,2.52,8.6,Bangalore,FMCG,3,2.0,High Risk
LN01341,USR01341,Textiles,22,117.87,15.01,4,8.18,Inventory,1,15.59,0.79,2,2,554,9.0,0.95,2.32,4.42,Kolkata,Construction,10,1.6,High Risk
LN01342,USR01342,Manufacturing,9,30.78,22.88,46,16.83,Equipment,3,10.59,0.52,3,0,578,11.65,1.97,1.76,10.8,Delhi,FMCG,10,2.3,High Risk
LN01343,USR01343,Manufacturing,9,57.42,23.4,25,17.68,Equipment,2,12.9,0.83,3,1,355,14.51,1.94,1.42,7.66,Hyderabad,Construction,1,3.5,High Risk
LN01344,USR01344,Food,24,84.87,6.1,8,21.03,Debt Consolidation,6,14.58,0.33,2,0,405,7.97,2.42,1.53,-3.49,Kolkata,IT Services,2,4.9,High Risk
LN01345,USR01345,Services,5,112.59,21.41,4,9.55,Debt Consolidation,4,9.23,0.22,0,1,491,11.85,1.43,1.11,4.07,Hyderabad,Construction,6,3.2,High Risk
LN01346,USR01346,Manufacturing,17,61.55,5.75,23,11.29,Equipment,2,12.64,0.53,2,2,577,11.25,1.32,2.38,13.6,Bangalore,Textiles,14,3.1,High Risk
LN01347,USR01347,Retail,9,54.23,12.34,37,17.32,Debt Consolidation,3,10.39,0.53,3,2,843,5.83,1.09,2.64,13.94,Kolkata,Agri,10,1.1,High Risk
LN01348,USR01348,Textiles,17,15.93,15.85,31,21.12,Expansion,4,13.88,0.5,3,0,474,13.62,1.25,1.61,10.1,Kolkata,Pharma,2,4.4,High Risk
